shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
D1,-34.5839167074,-58.4177398682,24,5.3835
D1,-34.5855066331,-58.4153366089,25,5.6716
D1,-34.5873438427,-58.4125900269,26,6.0021
D1,-34.5888100481,-58.4104013443,27,6.2655
D1,-34.5890396924,-58.4101009369,28,6.3033
D1,-34.5926962505,-58.4059810638,29,6.8542
D1,-34.5931908451,-58.405251503,30,6.9423
D1,-34.5937207645,-58.4043931961,31,7.0432
D1,-34.5941241029,-58.403571512,32,7.1347
D1,-34.5942146968,-58.4032691025,33,7.1663
D1,-34.5943053772,-58.4028929099,34,7.2050
D1,-34.5943955693,-58.4025187315,35,7.2435
D1,-34.5945513497,-58.4019856864,36,7.2990
D1,-34.5948127219,-58.4013857672,37,7.3644
D1,-34.5957437291,-58.4009224472,38,7.4684
D1,-34.5965633113,-58.4007383537,39,7.5524
D1,-34.597447139,-58.4007025968,40,7.6409
D1,-34.5982970117,-58.4007160979,41,7.7259
D1,-34.5988929538,-58.4004198255,42,7.7924
D1,-34.5993763401,-58.3999983966,43,7.8566
D1,-34.5996208581,-58.3993459493,44,7.9262
D1,-34.5997593996,-58.3987364173,45,7.9888
D1,-34.5997318017,-58.3971820772,46,8.1442
D1,-34.5996909568,-58.3940720558,47,8.4552
D1,-34.5994790047,-58.3899307251,48,8.8699
D1,-34.5994348479,-58.389018774,49,8.9612
D1,-34.5993602458,-58.3880805459,50,9.0553
D1,-34.599496882,-58.3873411569,51,9.1305
D1,-34.5997580179,-58.386832775,52,9.1877
D1,-34.6001489445,-58.3863058825,53,9.2533
D1,-34.6004140186,-58.3859717846,54,9.2959
D1,-34.6009106582,-58.3855821677,55,9.3591
D1,-34.60141315,-58.3852510862,56,9.4192
D1,-34.6019340589,-58.3847624518,57,9.4907
D1,-34.6024391509,-58.3841824866,58,9.5676
D1,-34.6026640768,-58.3837658949,59,9.6149
D1,-34.6034176936,-58.3823347092,60,9.7767
D1,-34.6039839752,-58.3809587359,61,9.9254
D1,-34.6043935058,-58.3803096414,62,10.0022
D1,-34.6058196723,-58.3777856827,63,10.2921
D1,-34.6064731398,-58.376455307,64,10.4403
D1,-34.6070736189,-58.3753623068,65,10.5650
D1,-34.6076122802,-58.3742800355,66,10.6859
D1,-34.607850703,-58.3737784624,67,10.7415
E0,-34.5924886966,-58.3755433559,1,0.00
E0,-34.5933277412,-58.3740842342,2,0.17
E0,-34.5935397091,-58.3737462759,3,0.21
E0,-34.5936920606,-58.3735638857,4,0.23
E0,-34.5938620758,-58.3733814955,5,0.26
E0,-34.5942683444,-58.3730649948,6,0.31
E0,-34.5948954073,-58.3726787567,7,0.38
E0,-34.5957962498,-58.3722496033,8,0.48
E0,-34.5959287259,-58.3722013235,9,0.49
E0,-34.5969267051,-58.3717882633,10,0.60
E0,-34.5975846584,-58.3714985847,11,0.67
E0,-34.5983750785,-58.3710157871,12,0.77
E0,-34.5995364084,-58.3706349134,13,0.89
E0,-34.6006314879,-58.3703881502,14,1.00
E0,-34.6012121391,-58.3703237772,15,1.06
E0,-34.6018016174,-58.3702486753,16,1.12
E0,-34.6027597866,-58.3701521158,17,1.22
E0,-34.6037665147,-58.3700984716,18,1.32
E0,-34.6042985744,-58.3700636029,19,1.37
E0,-34.6048041383,-58.3700072765,20,1.42
E0,-34.6054664445,-58.3699858189,21,1.49
E0,-34.6065305387,-58.3701360226,22,1.59
E0,-34.6070603731,-58.3702433109,23,1.65
E0,-34.6073341195,-58.3705061674,24,1.69
E0,-34.6077447374,-58.3709567785,25,1.75
E0,-34.6088661997,-58.3732634783,26,2.00
E0,-34.6090472218,-58.3734458685,27,2.03
E0,-34.6090163156,-58.3734405041,28,2.04
E0,-34.6130494737,-58.3778044581,29,2.62
E0,-34.6134413,-58.3782215416,30,2.68
E0,-34.6140428324,-58.3789336681,31,2.77
E0,-34.6145494407,-58.379509002,32,2.85
E0,-34.6151557938,-58.3801012672,33,2.94
E0,-34.6154722132,-58.3803893533,34,2.98
E0,-34.6158725127,-58.3806935325,35,3.03
E0,-34.6162007251,-58.3808351867,36,3.06
E0,-34.6165112771,-58.3809124678,37,3.10
E0,-34.6176607648,-58.3809104562,38,3.21
E0,-34.6185723971,-58.3808749169,39,3.30
E0,-34.6190149655,-58.3809081092,40,3.35
E0,-34.619612043,-58.3811505139,41,3.41
E0,-34.6200474322,-58.3813870512,42,3.46
E0,-34.62047399,-58.3816289529,43,3.51
E0,-34.6208873021,-58.3819620498,44,3.56
E0,-34.6212961975,-58.3822575957,45,3.61
E0,-34.6216323898,-58.3825762337,46,3.66
E0,-34.6218538041,-58.3828948718,47,3.70
E0,-34.6219957573,-58.3831920521,48,3.73
E0,-34.6221288813,-58.3835106902,49,3.77
E0,-34.6222538659,-58.3839763049,50,3.81
E0,-34.6223170479,-58.3843721822,51,3.85
E0,-34.6223755395,-58.3858430386,52,4.00
E0,-34.6227463531,-58.3914971352,53,4.57
E0,-34.6228920294,-58.3937501907,54,4.79
E0,-34.6230134261,-58.3958101273,55,5.00
E0,-34.6232054533,-58.397821784,56,5.20
E0,-34.6234968041,-58.3998844028,57,5.41
E0,-34.6237793251,-58.4021776915,58,5.64
E0,-34.6244370656,-58.4071236849,59,6.14
E0,-34.6246246751,-58.4089502692,60,6.32
E0,-34.6247891091,-58.4103088081,61,6.46
E0,-34.6249932715,-58.4121018648,62,6.64
E0,-34.625461188,-58.4160661697,63,7.04
E0,-34.6258364021,-58.418828845,64,7.32
E0,-34.6270105905,-58.4267306328,65,8.12
E0,-34.6277830739,-58.4323257208,66,8.68
E0,-34.6281726234,-58.4348060936,67,8.93
E0,-34.6284010554,-58.4365327656,68,9.11
E0,-34.6286805249,-58.4382885229,69,9.29
E0,-34.6287746009,-58.4388641082,70,9.35
E0,-34.6288744702,-58.4392642602,71,9.39
E0,-34.629233116,-58.4397534281,72,9.45
E0,-34.6310362533,-58.4421801567,73,9.75
E0,-34.6319764293,-58.4427192807,74,9.86
E0,-34.6324227885,-58.4432024136,75,9.92
E0,-34.6328779731,-58.4438357502,76,10.00
E0,-34.6336206083,-58.444866389,77,10.13
E0,-34.6345202031,-58.4461915679,78,10.29
E0,-34.6349872382,-58.447044678,79,10.39
E0,-34.6356035109,-58.4480749816,80,10.51
E0,-34.6359930237,-58.4487462044,81,10.58
E0,-34.6361298494,-58.4489996731,82,10.61
E0,-34.6362258478,-58.4491948038,83,10.63
E0,-34.6362821228,-58.449459672,84,10.66
E0,-34.6362490199,-58.4501624107,85,10.73
E0,-34.6361960552,-58.4513774514,86,10.85
E0,-34.6361916415,-58.4518991411,87,10.91
E0,-34.6362578473,-58.4524208307,88,10.96
E0,-34.6365754965,-58.4536727518,89,11.09
E0,-34.6370343824,-58.4545974433,90,11.19
E0,-34.6375990553,-58.4554812312,91,11.30
E0,-34.638216412,-58.4563046694,92,11.40
E0,-34.6392216067,-58.4574151039,93,11.55
E0,-34.6398990856,-58.4582197666,94,11.65
E0,-34.6412319595,-58.4599632025,95,11.87
E0,-34.6420307909,-58.4608992934,96,12.00
E0,-34.6426354261,-58.4613794088,97,12.07
E0,-34.6431164831,-58.4616476297,98,12.13
E1,-34.6431164831,-58.4616476297,1,0.00
E1,-34.6426354261,-58.4613794088,2,0.06
E1,-34.6420307909,-58.4608992934,3,0.13
E1,-34.6412319595,-58.4599632025,4,0.25
E1,-34.6398990856,-58.4582197666,5,0.47
E1,-34.6392216067,-58.4574151039,6,0.58
E1,-34.638216412,-58.4563046694,7,0.73
E1,-34.6375990553,-58.4554812312,8,0.83
E1,-34.6370343824,-58.4545974433,9,0.94
E1,-34.6365754965,-58.4536727518,10,1.04
E1,-34.6362578473,-58.4524208307,11,1.17
E1,-34.6361916415,-58.4518991411,12,1.22
E1,-34.6361960552,-58.4513774514,13,1.27
E1,-34.6362490199,-58.4501624107,14,1.40
E1,-34.6362821228,-58.449459672,15,1.47
E1,-34.6362258478,-58.4491948038,16,1.49
E1,-34.6361298494,-58.4489996731,17,1.51
E1,-34.6359930237,-58.4487462044,18,1.54
E1,-34.6356035109,-58.4480749816,19,1.62
E1,-34.6349872382,-58.447044678,20,1.74
E1,-34.6345202031,-58.4461915679,21,1.84
E1,-34.6336206083,-58.444866389,22,2.00
E1,-34.6328779731,-58.4438357502,23,2.13
E1,-34.6324227885,-58.4432024136,24,2.20
E1,-34.6319764293,-58.4427192807,25,2.27
E1,-34.6310362533,-58.4421801567,26,2.38
E1,-34.629233116,-58.4397534281,27,2.68
E1,-34.6288744702,-58.4392642602,28,2.74
E1,-34.6287746009,-58.4388641082,29,2.78
E1,-34.6286805249,-58.4382885229,30,2.84
E1,-34.6284010554,-58.4365327656,31,3.02
E1,-34.628172623448,-58.4348060936,32,3.19
E1,-34.6277830739,-58.4323257208,33,3.44
E1,-34.6270105905,-58.4267306328,34,4.01
E1,-34.6258364021,-58.418828845,35,4.81
E1,-34.625461188,-58.4160661697,36,5.09
E1,-34.6249932715,-58.4121018648,37,5.48
E1,-34.6247891091,-58.4103088081,38,5.67
E1,-34.6246246751,-58.4089502692,39,5.80
E1,-34.6244370656,-58.4071236849,40,5.99
E1,-34.6237793251,-58.4021776915,41,6.48
E1,-34.6234968041,-58.3998844028,42,6.72
E1,-34.6232054533,-58.397821784,43,6.92
E1,-34.6230134261,-58.3958101273,44,7.13
E1,-34.6228920294,-58.3937501907,45,7.33
E1,-34.6227463531,-58.3914971352,46,7.56
E1,-34.6223755395,-58.3858430386,47,8.12
E1,-34.6223170479,-58.3843721822,48,8.27
E1,-34.6222538659,-58.3839763049,49,8.31
E1,-34.6221288813,-58.3835106902,50,8.36
E1,-34.6219957573,-58.3831920521,51,8.39
E1,-34.6218538041,-58.3828948718,52,8.43
E1,-34.6216323898,-58.3825762337,53,8.47
E1,-34.6212961975,-58.3822575957,54,8.51
E1,-34.6208873021,-58.3819620498,55,8.56
E1,-34.62047399,-58.3816289529,56,8.62
E1,-34.6200474322,-58.3813870512,57,8.67
E1,-34.619612043,-58.3811505139,58,8.72
E1,-34.6190149655,-58.3809081092,59,8.78
E1,-34.6185723971,-58.3808749169,60,8.82
E1,-34.6176607648,-58.3809104562,61,8.92
E1,-34.6165112771,-58.3809124678,62,9.03
E1,-34.6162007251,-58.3808351867,63,9.06
E1,-34.6158725127,-58.3806935325,64,9.10
E1,-34.6154722132,-58.3803893533,65,9.15
E1,-34.6151557938,-58.3801012672,66,9.19
E1,-34.6145494407,-58.379509002,67,9.28
E1,-34.6140428324,-58.3789336681,68,9.35
E1,-34.6134413,-58.3782215416,69,9.45
E1,-34.6130494737,-58.3778044581,70,9.50
E1,-34.6090163156,-58.3734405041,71,10.09
E1,-34.6090472218,-58.3734458685,72,10.10
E1,-34.6088661997,-58.3732634783,73,10.13
E1,-34.6077447374,-58.3709567785,74,10.38
E1,-34.6073341195,-58.3705061674,75,10.44
E1,-34.6070603731,-58.3702433109,76,10.48
E1,-34.6065305387,-58.3701360226,77,10.54
E1,-34.6054664445,-58.3699858189,78,10.64
E1,-34.6048041383,-58.3700072765,79,10.71
E1,-34.6042985744,-58.3700636029,80,10.76
E1,-34.6037665147,-58.3700984716,81,10.81
E1,-34.6027597866,-58.3701521158,82,10.91
E1,-34.6018016174,-58.3702486753,83,11.01
E1,-34.6012121391,-58.3703237772,84,11.07
E1,-34.6006314879,-58.3703881502,85,11.13
E1,-34.5995364084,-58.3706349134,86,11.24
E1,-34.5983750785,-58.3710157871,87,11.36
E1,-34.5975846584,-58.3714985847,88,11.46
E1,-34.5969267051,-58.3717882633,89,11.53
E1,-34.5959287259,-58.3722013235,90,11.64
E1,-34.5957962498,-58.3722496033,91,11.65
E1,-34.5948954073,-58.3726787567,92,11.75
E1,-34.5942683444,-58.3730649948,93,11.82
E1,-34.5938620758,-58.3733814955,94,11.87
E1,-34.5936920606,-58.3735638857,95,11.90
E1,-34.5935397091,-58.3737462759,96,11.92
E1,-34.5933277412,-58.3740842342,97,11.96
E1,-34.5924886966,-58.3755433559,98,12.13
H0,-34.582994735,-58.3912408677,1,0
H0,-34.5839331946,-58.3918528974,2,0.1109172440571
H0,-34.5856094722,-58.393449943,3,0.340124664577536
H0,-34.5858270441,-58.3938362323,4,0.384015293228521
H0,-34.5872369016,-58.3967692053,5,0.706178666486018
H0,-34.5875182871,-58.3972343802,6,0.76
H0,-34.5884059609,-58.3985567093,7,0.9305
H0,-34.5890794384,-58.3997046947,8,1.0729
H0,-34.5894062387,-58.399951458,9,1.1167
H0,-34.5906825138,-58.4005737305,10,1.2687
H0,-34.5923782953,-58.4014105797,11,1.4711
H0,-34.5944449823,-58.4023118019,12,1.7124
H0,-34.5966352611,-58.4031271935,13,1.9625
H0,-34.5984280673,-58.4037172794,14,2.1645
H0,-34.6005740849,-58.4044146538,15,2.406
H0,-34.602879005,-58.4050637484,16,2.6623
H0,-34.6035860831,-58.4052297488,17,2.74
H0,-34.6055812437,-58.4057021141,18,2.9561
H0,-34.6065614458,-58.4059488773,19,3.0626
H0,-34.6077270765,-58.4061098099,20,3.1867
H0,-34.6101377607,-58.4059810638,21,3.4411
H0,-34.6112327004,-58.405841589,22,3.5574
H0,-34.6133695573,-58.4053051472,23,3.7896
H0,-34.6146233898,-58.4049189091,24,3.9279
H0,-34.6158153961,-58.4045863152,25,4.0583
H0,-34.6170868507,-58.404135704,26,4.2005
H0,-34.6197709686,-58.4032022953,27,4.5
H0,-34.6210158754,-58.4028375149,28,4.6368
H0,-34.6219429215,-58.4026122093,29,4.7373
H0,-34.6229052727,-58.4023547173,30,4.8423
H0,-34.6244326512,-58.4020221233,31,5.0071
H0,-34.625598031,-58.4017646313,32,5.1329
H0,-34.6274696672,-58.401324749,33,5.3355
H0,-34.6297385281,-58.4009170532,34,5.5785
H0,-34.6312481249,-58.400605917,35,5.7409
H0,-34.631830769,-58.4004449844,36,5.8046
H0,-34.632625277,-58.400144577,37,5.8941
H0,-34.6336846092,-58.3996725082,38,6.0164
H0,-34.6359533001,-58.398900032,39,6.269
H0,-34.636416741,-58.3988893032,40,6.3178
H0,-34.6368239048,-58.3992084861,41,6.3724
H0,-34.6370810018,-58.3995598555,42,6.4182
H0,-34.6372509281,-58.4000372887,43,6.4717
H0,-34.6381822065,-58.404661417,44,6.9688
H0,-34.6384432991,-58.4061953053,45,7.1328
H0,-34.6385275023,-58.4066940285,46,7.1861
H0,-34.6385675695,-58.4072785825,47,7.2479
H0,-34.6384453679,-58.408511728,48,7.3785
H0,-34.6384216448,-58.4090897441,49,7.4394
H0,-34.6386478417,-58.4100955725,50,7.5481
H0,-34.6388707278,-58.4108519554,51,7.6312
H0,-34.6391421625,-58.4113079309,52,7.6871
H0,-34.6394993741,-58.4117204545,53,7.7447
H0,-34.6419002812,-58.4127501557,54,8.02
H1,-34.6419002812,-58.4127501557,1,0
H1,-34.6394993741,-58.4117204545,2,0.2753
H1,-34.6391421625,-58.4113079309,3,0.3329
H1,-34.6388707278,-58.4108519554,4,0.3888
H1,-34.6386478417,-58.4100955725,5,0.4719
H1,-34.6384216448,-58.4090897441,6,0.5806
H1,-34.6384453679,-58.408511728,7,0.6415
H1,-34.6385675695,-58.4072785825,8,0.7721
H1,-34.6385275023,-58.4066940285,9,0.8339
H1,-34.6384432991,-58.4061953053,10,0.8872
H1,-34.6381822065,-58.404661417,11,1.0512
H1,-34.6372509281,-58.4000372887,12,1.5483
H1,-34.6370810018,-58.3995598555,13,1.6018
H1,-34.6368239048,-58.3992084861,14,1.6476
H1,-34.636416741,-58.3988893032,15,1.7022
H1,-34.6359533001,-58.398900032,16,1.751
H1,-34.6336846092,-58.3996725082,17,2.0036
H1,-34.632625277,-58.400144577,18,2.1259
H1,-34.631830769,-58.4004449844,19,2.2154
H1,-34.6312481249,-58.400605917,20,2.2791
H1,-34.6297385281,-58.4009170532,21,2.4415
H1,-34.6274696672,-58.401324749,22,2.6845
H1,-34.625598031,-58.4017646313,23,2.8871
H1,-34.6244326512,-58.4020221233,24,3.0129
H1,-34.6229052727,-58.4023547173,25,3.1777
H1,-34.6219429215,-58.4026122093,26,3.2827
H1,-34.6210158754,-58.4028375149,27,3.3832
H1,-34.6197709686,-58.4032022953,28,3.52
H1,-34.6170868507,-58.404135704,29,3.8195
H1,-34.6158153961,-58.4045863152,30,3.9617
H1,-34.6146233898,-58.4049189091,31,4.0921
H1,-34.6133695573,-58.4053051472,32,4.2304
H1,-34.6112327004,-58.405841589,33,4.4626
H1,-34.6101377607,-58.4059810638,34,4.5789
H1,-34.6077270765,-58.4061098099,35,4.8333
H1,-34.6065614458,-58.4059488773,36,4.9574
H1,-34.6055812437,-58.4057021141,37,5.0639
H1,-34.6035860831,-58.4052297488,38,5.28
H1,-34.602879005,-58.4050637484,39,5.3577
H1,-34.6005740849,-58.4044146538,40,5.614
H1,-34.5984280673,-58.4037172794,41,5.8555
H1,-34.5966352611,-58.4031271935,42,6.0575
H1,-34.5944449823,-58.4023118019,43,6.3076
H1,-34.5923782953,-58.4014105797,44,6.5489
H1,-34.5906825138,-58.4005737305,45,6.7513
H1,-34.5894062387,-58.399951458,46,6.9033
H1,-34.5890794384,-58.3997046947,47,6.9471
H1,-34.5884059609,-58.3985567093,48,7.0895
H1,-34.5875182871,-58.3972343802,49,7.26
H1,-34.5872369016,-58.3967692053,50,7.31382133351398
H1,-34.5858270441,-58.3938362323,51,7.63598470677148
H1,-34.5856094722,-58.393449943,52,7.67987533542246
H1,-34.5839331946,-58.3918528974,53,7.9090827559429
H1,-34.582994735,-58.3912408677,54,8.02
P1-0,-34.6432578305,-58.461526166,1,0
P1-0,-34.6438662906,-58.4611415941,2,0.0725
P1-0,-34.6444206032,-58.4606792402,3,0.1453
P1-0,-34.6457941506,-58.4592507367,4,0.345
P1-0,-34.6483572243,-58.4566645291,5,0.712
P1-0,-34.6499503091,-58.4548619261,6,0.9545
P1-0,-34.6501895563,-58.4544780733,7,1.0001
P1-0,-34.6503432155,-58.4543622628,8,1.0195
P1-0,-34.6506243389,-58.4543555406,9,1.0478
P1-0,-34.651205076,-58.4545110079,10,1.1084
P1-0,-34.6514579495,-58.4546392462,11,1.137
P1-0,-34.6516438895,-58.4546929661,12,1.1565
P1-0,-34.6521158315,-58.4547876347,13,1.205
P1-0,-34.6523363162,-58.4549455905,14,1.2323
P1-0,-34.6537645862,-58.4566286312,15,1.4548
P1-0,-34.6539077786,-58.456738372,16,1.473
P1-0,-34.6541141206,-58.4567795293,17,1.4942
P1-0,-34.6543095011,-58.4566544524,18,1.5176
P1-0,-34.6574327958,-58.4526355656,19,2.0306
P1-0,-34.6595795007,-58.4498838756,20,2.3823
P1-0,-34.6609181428,-58.4481873767,21,2.6001
P1-0,-34.6622966111,-58.446513182,22,2.8187
P1-0,-34.6627073571,-58.4459983072,23,2.8851
P1-0,-34.6627575397,-58.4459365474,24,2.8931
P1-0,-34.6628182115,-58.4459100832,25,2.8998
P1-0,-34.6628769989,-58.4459285216,26,2.906
P1-0,-34.662945064,-58.4459784535,27,2.9145
P1-0,-34.6641573493,-58.4474449407,28,3.1063
P1-0,-34.6655368584,-58.449124058,29,3.3253
P1-0,-34.6656046568,-58.4494264658,30,3.3565
P1-0,-34.6657178261,-58.4506163884,31,3.477
P1-0,-34.6657919013,-58.4509316851,32,3.5096
P1-0,-34.6659302052,-58.4512388068,33,3.5436
P1-0,-34.6661646912,-58.4514503715,34,3.5754
P1-0,-34.6664835907,-58.4515871341,35,3.6104
P1-0,-34.6673240085,-58.4518639794,36,3.6996
P1-0,-34.6676114442,-58.452030198,37,3.733
P1-0,-34.6678538377,-58.4522283379,38,3.7646
P1-0,-34.6680865109,-58.4524976113,39,3.8005
P1-0,-34.6683216972,-58.453010171,40,3.8573
P1-0,-34.6685278224,-58.4535151581,41,3.9123
P1-0,-34.6687270014,-58.4538650176,42,3.9528
P1-0,-34.6693991866,-58.454581918,43,4.0519
P1-0,-34.6702369308,-58.4555066123,44,4.1776
P1-0,-34.6711414788,-58.4564662642,45,4.3106
P1-0,-34.6718438791,-58.457193656,46,4.4125
P1-0,-34.6726104072,-58.4579756632,47,4.5228
P1-0,-34.6728284531,-58.4580998686,48,4.5481
P1-0,-34.6730362599,-58.4581341672,49,4.5694
P1-0,-34.6733701595,-58.4581026679,50,4.6032
P1-0,-34.6735555847,-58.4581048669,51,4.6219
P1-0,-34.6737511563,-58.4582440144,52,4.646
P1-0,-34.6738741524,-58.4584782342,53,4.6727
P1-0,-34.6738973639,-58.4588510599,54,4.7104
P1-0,-34.6739385294,-58.4591939823,55,4.7452
P1-0,-34.674064313,-58.459560204,56,4.7842
P1-0,-34.674533553,-58.4601381199,57,4.8592
P1-0,-34.6752435571,-58.4609703776,58,4.9695
P1-0,-34.6760908715,-58.4620751075,59,5.1098
P1-0,-34.676763691,-58.4628700067,60,5.2148
P1-0,-34.6778405497,-58.464182391,61,5.3859
P1-0,-34.6786760754,-58.4648924251,62,5.4964
P1-0,-34.6793115873,-58.4653608806,63,5.576
P1-0,-34.6801893909,-58.4662541952,64,5.7022
P1-0,-34.6805869413,-58.4668857676,65,5.7774
P1-0,-34.6807265776,-58.4670971689,66,5.8029
P1-0,-34.6809465415,-58.4672777874,67,5.8316
P1-0,-34.6811252911,-58.4673186147,68,5.8501
P1-0,-34.6813339625,-58.4672572241,69,5.872
P1-0,-34.6816061701,-58.4670326373,70,5.9076
P1-0,-34.6835434776,-58.4651479454,71,6.18
P1-1,-34.6835434776,-58.4651479454,1,0
P1-1,-34.6816061701,-58.4670326373,2,0.2715
P1-1,-34.6813339625,-58.4672572241,3,0.307
P1-1,-34.6811252911,-58.4673186147,4,0.3288
P1-1,-34.6809465415,-58.4672777874,5,0.3473
P1-1,-34.6807265776,-58.4670971689,6,0.3759
P1-1,-34.6805869413,-58.4668857676,7,0.4013
P1-1,-34.6801893909,-58.4662541952,8,0.4763
P1-1,-34.6793115873,-58.4653608806,9,0.6021
P1-1,-34.6786760754,-58.4648924251,10,0.6814
P1-1,-34.6778405497,-58.464182391,11,0.7916
P1-1,-34.676763691,-58.4628700067,12,0.9622
P1-1,-34.6760908715,-58.4620751075,13,1.0668
P1-1,-34.6752435571,-58.4609703776,14,1.2067
P1-1,-34.674533553,-58.4601381199,15,1.3166
P1-1,-34.674064313,-58.459560204,16,1.3913
P1-1,-34.6739385294,-58.4591939823,17,1.4303
P1-1,-34.6738973639,-58.4588510599,18,1.465
P1-1,-34.6738741524,-58.4584782342,19,1.5025
P1-1,-34.6737511563,-58.4582440144,20,1.5291
P1-1,-34.6735555847,-58.4581048669,21,1.5532
P1-1,-34.6733701595,-58.4581026679,22,1.5718
P1-1,-34.6730362599,-58.4581341672,23,1.6055
P1-1,-34.6728284531,-58.4580998686,24,1.6267
P1-1,-34.6726104072,-58.4579756632,25,1.6519
P1-1,-34.6718438791,-58.457193656,26,1.7619
P1-1,-34.6711414788,-58.4564662642,27,1.8635
P1-1,-34.6702369308,-58.4555066123,28,1.996
P1-1,-34.6693991866,-58.454581918,29,2.1213
P1-1,-34.6687270014,-58.4538650176,30,2.2201
P1-1,-34.6685278224,-58.4535151581,31,2.2605
P1-1,-34.6683216972,-58.453010171,32,2.3153
P1-1,-34.6680865109,-58.4524976113,33,2.372
P1-1,-34.6678538377,-58.4522283379,34,2.4077
P1-1,-34.6676114442,-58.452030198,35,2.4392
P1-1,-34.6673240085,-58.4518639794,36,2.4725
P1-1,-34.6664835907,-58.4515871341,37,2.5614
P1-1,-34.6661646912,-58.4514503715,38,2.5963
P1-1,-34.6659302052,-58.4512388068,39,2.628
P1-1,-34.6657919013,-58.4509316851,40,2.6618
P1-1,-34.6657178261,-58.4506163884,41,2.6944
P1-1,-34.6656046568,-58.4494264658,42,2.8145
P1-1,-34.6655368584,-58.449124058,43,2.8456
P1-1,-34.664679666,-58.4470713786,44,3.0691
P1-1,-34.663795765,-58.4449655698,45,3.2985
P1-1,-34.6637313306,-58.4448920799,46,3.3084
P1-1,-34.6636663909,-58.4448794224,47,3.315
P1-1,-34.6635868887,-58.4449112132,48,3.3236
P1-1,-34.663513138,-58.4449885817,49,3.3343
P1-1,-34.6622966111,-58.446513182,50,3.5303
P1-1,-34.6609181428,-58.4481873767,51,3.7482
P1-1,-34.6595795007,-58.4498838756,52,3.9653
P1-1,-34.6574327958,-58.4526355656,53,4.3159
P1-1,-34.6543095011,-58.4566544524,54,4.8273
P1-1,-34.6541141206,-58.4567795293,55,4.8506
P1-1,-34.6539077786,-58.456738372,56,4.8717
P1-1,-34.6537645862,-58.4566286312,57,4.8898
P1-1,-34.6523363162,-58.4549455905,58,5.1116
P1-1,-34.6521158315,-58.4547876347,59,5.1389
P1-1,-34.6516438895,-58.4546929661,60,5.1872
P1-1,-34.6514579495,-58.4546392462,61,5.2067
P1-1,-34.651205076,-58.4545110079,62,5.2351
P1-1,-34.6506243389,-58.4543555406,63,5.2955
P1-1,-34.6503432155,-58.4543622628,64,5.3238
P1-1,-34.6501895563,-58.4544780733,65,5.3431
P1-1,-34.6499503091,-58.4548619261,66,5.3886
P1-1,-34.6483572243,-58.4566645291,67,5.6303
P1-1,-34.6457941506,-58.4592507367,68,5.9961
P1-1,-34.6444206032,-58.4606792402,69,6.1952
P1-1,-34.6438662906,-58.4611415941,70,6.2677
P1-1,-34.6432578305,-58.461526166,71,6.34
P2-0,-34.6432578305,-58.461526166,1,0
P2-0,-34.6438662906,-58.4611415941,2,0.0724
P2-0,-34.6444206032,-58.4606792402,3,0.145
P2-0,-34.6457941506,-58.4592507367,4,0.3444
P2-0,-34.6483572243,-58.4566645291,5,0.7108
P2-0,-34.6499503091,-58.4548619261,6,0.9528
P2-0,-34.6501895563,-58.4544780733,7,0.9983
P2-0,-34.6503432155,-58.4543622628,8,1.0177
P2-0,-34.6506243389,-58.4543555406,9,1.046
P2-0,-34.651205076,-58.4545110079,10,1.1065
P2-0,-34.6514579495,-58.4546392462,11,1.135
P2-0,-34.6516438895,-58.4546929661,12,1.1545
P2-0,-34.6521158315,-58.4547876347,13,1.2029
P2-0,-34.6523363162,-58.4549455905,14,1.2302
P2-0,-34.6537645862,-58.4566286312,15,1.4523
P2-0,-34.6539077786,-58.456738372,16,1.4704
P2-0,-34.6541141206,-58.4567795293,17,1.4916
P2-0,-34.6543095011,-58.4566544524,18,1.5149
P2-0,-34.6574327958,-58.4526355656,19,2.027
P2-0,-34.6595795007,-58.4498838756,20,2.3782
P2-0,-34.6609181428,-58.4481873767,21,2.5956
P2-0,-34.6622966111,-58.446513182,22,2.8138
P2-0,-34.6627173518,-58.4459865663,23,2.8816
P2-0,-34.6627592504,-58.445935645,24,2.8882
P2-0,-34.6628181548,-58.4459099611,25,2.8947
P2-0,-34.6628769458,-58.4459280267,26,2.9009
P2-0,-34.6629438856,-58.4459765211,27,2.9092
P2-0,-34.6641600388,-58.4474490177,28,3.1013
P2-0,-34.6655368584,-58.449124058,29,3.3195
P2-0,-34.6656046568,-58.4494264658,30,3.3507
P2-0,-34.6657178261,-58.4506163884,31,3.4709
P2-0,-34.6657919013,-58.4509316851,32,3.5035
P2-0,-34.6659302052,-58.4512388068,33,3.5374
P2-0,-34.6661646912,-58.4514503715,34,3.5692
P2-0,-34.6664835907,-58.4515871341,35,3.6041
P2-0,-34.6673240085,-58.4518639794,36,3.6931
P2-0,-34.6676114442,-58.452030198,37,3.7265
P2-0,-34.6678538377,-58.4522283379,38,3.758
P2-0,-34.6680865109,-58.4524976113,39,3.7938
P2-0,-34.6683216972,-58.453010171,40,3.8506
P2-0,-34.6685278224,-58.4535151581,41,3.9054
P2-0,-34.6687270014,-58.4538650176,42,3.9459
P2-0,-34.6693991866,-58.454581918,43,4.0448
P2-0,-34.6702369308,-58.4555066123,44,4.1704
P2-0,-34.6711414788,-58.4564662642,45,4.303
